INVESTIGATION_ID,Location,Sublocation,Desc,Status
5425196,Dwelling Unit,Living Room,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.Namely: Missing Carbon Monoxide detector.",Closed
5425196,Dwelling Unit,Living Room,The electrical fixtures are not maintained in good working order.Namely: Missing electrical outlet plate cover.,Closed
5425196,Dwelling Unit,Bathroom,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.Namely: Bathroom mirror cabinet:mirror and cabinet deteriorated and not maintained.",Closed
5421108,Throughout Dwelling Unit,,Dwelling unit does not have an adequate supply of potable running hot water.,Closed
5421122,Rear Yard,,Roof drainage discharging at more than one hundred and fifty (150) millimeters above grade.,Closed
5438514,Kitchen,,The cupboard is not maintained in good repair and good working order.Namely: Kitchen Drawers and Cabinet Doors damaged,Closed
5438514,Throughout Dwelling Unit,,"Floor and/or floor covering not kept free from holes, stains, rubbish and debris.Namely: The parquet flooring throughout unit is damaged and finish is worn off.",Closed
5438514,Bathroom,,Vanity is not maintained in a satisfactory condition.Namely: Vanity doors are broken,Closed
5438514,Entranceway,,"Interior door(s), frames(s), glass pane(s), and/or hardware not maintained in good repair.Namely: Bottom of entrace door damaged.",Closed
5407878,Bathroom,,Supplied hot water is not provided with a temperature range from 45 degrees Celsius to 60 degrees Celsius.Namely: Currently supplied hot water it currently below 45 degrees Celsius in the bathroom tub and sink.,Closed
5407878,Kitchen,,Supplied hot water is not provided with a temperature range from 45 degrees Celsius to 60 degrees Celsius.Namely: Currently supplied hot water to the kitchen sink is below 45 degrees Celsius.,Closed
5408221,Dwelling Unit,,The heat supplied to the dwelling unit is below twenty-one (21) degrees Celsius.Namely: Received a complaint from the tenant that the dwelling unit is below 21 Degrees Celsius. ,Open
5408384,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to furniture, household items and all other items which appear to be castaway or discard.",Open
5399414,Living Room,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5399414,Bedroom,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5399600,Front,,"The (stairs, treads, risers, guards, handrails, and/or other appurtenant attachments) and/or their supporting structural members are not maintained in good repair.",Closed
5399601,Rear Yard,Rear Yard,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is not contained on the property.,Open
5395655,Exterior,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to old car bumper, old wood, old metal, blue plastic drums, plastic buckets etc.",Open
5394516,Front Yard,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to old plastic, old cardboard, loose garbage etc. Left business card for the owner to contact writer.",Open
5410604,Living Room,,"The floor and every appurtenance, surface cover and finish is not maintained. Namely, Floor covering on living room is missing. ",Closed
5410604,Kitchen,,"The supplied facility in or on the property is not kept in a satisfactory working condition.Namely, Stove is not maintained in a satisfactory working condition. ",Closed
5410604,,,"Door hardware/devices are not maintained in good repair.Namely, Door locking mechanism is not maintain in good repair. ",Closed
5411014,,,"All repairs shall ensure that the component repaired can perform its intended function.Namley; Hot Water Heater Red Tagged - conditions to be corrected: Annual service and maintenance required, broken door, knob to lower componentand CSST to be insulated before supported to metal duct work, vent coupling on exhaust aboe cabinet, venting need adequate support, not sealed properly condensation leaking from joints and appliance exhaust over 110, 000 BTU shall be 3 feet from furnace intake, CSST tubing to be insulated before supported to metal duct work.",Open
5398142,Rear Yard,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Closed
5402455,,,The property is not being kept free of pests. . Namely:  pests (cockroaches) throughout the unit. ,Open
5409864,Master Bedroom,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, master bedroom wall is cracking and bulging.",Closed
5411148, 3rd Floor,,"Door(s), passageway(s) and/or exit(s), not maintained free from hazardous condition, obstruction and impediments.",Open
5216598,Front,,"The (stairs, treads, risers, guards, handrails, and/or other appurtenant attachments) and/or their supporting structural members are not maintained in good repair.",Open
5216598,Front,,The handrails and/or other appurtenant attachments and/or their supporting structural members are not maintained in good repair.,Open
5410776,Throughout Property,,The property is not being kept free of conditions which may encourage infestation.,Open
5410776,Throughout Property,,The property is not being kept free of pests.  Namely RATS.,Open
5410431,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to yard waste and loose debris in front yard and rear yard.",Open
5392155,Unit 511,Living Room,"The floor and every appurtenance, surface cover and finish is not maintained. Namely, the living room and the dining area. ",Closed
5392155,Unit 511,Living Room,"Wall(s) not maintained.Namely, patches of peeling and flaking paint for the walls in the living room.",Closed
5410640,Exterior Of Building,Throughout Lot,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to loose litter and debris throughout the front and side yards of the property.",Closed
5410646,Exterior Of Building,Front West,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to loose litter and debris fronting the property.",Closed
5410837,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to wood, garbage, construction waste, boxes, doors, and other waste and debris.",Substantially Complete
5400032,Entranceway,,"Exterior door is not maintained in good repair.Namely, front door's locking mechanism not maintained in good working condition.",Closed
5397841,Bedroom,Unit #304,Dwelling unit window that is capable of being opened has no screen.Namely: Bedroom window has no screen.,Open
5397841,Bedroom,Unit # 304,Exterior window missing.Namely:  Window in the bedroom requires additional window pane. ,Open
5410229,"Unit Interior: Kitchen, Primary Bedroom. ",Bedroom Closet.,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials. Namely: Baseboards throughout unit not properly fastened to wall.",Closed
5410229,"Unit Interior: Living Room, Primary Bedroom ",,The property is not maintained and/or kept clean in accordance with the standards. Namely: Baseboard heaters not maintained ( full of dust and debris). ,Closed
5410295,Unit Interior.,,The property is not being kept free of pests. Namely: Evidence of cockroach infestation throughout unit interior. ,Closed
5410295,Secondary Bedroom.,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials. Namely: Secondary bedroom walls found in state of disrepair (holes). ",Closed
5410295,Unit Interior: Washroom/Shower ,,The property is not maintained and/or kept clean in accordance with the standards. Namely: Washroom/Shower walls found in state of disrepair (covered in a black like substance). ,Closed
5403941,,,Extra paving permitted in the front yard is separated from adjacent driveways and walkways with a  physical barrier that is less than 150 millimetres above grade.,Open
5401329,,,Exterior window(s) with broken/cracked glass.,Open
5401368,,,"The floor and every appurtenance, surface cover and finish is not reasonably smooth and level. ",Open
5401368,,,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.",Open
5401368,,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5401368,,,Exterior window(s) with broken/cracked glass.,Open
5400779,,,Floor(s) and/or floor covering(s) not maintained free from trip or other hazardous condition.,Open
5400779,,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5400779,,,"The (verandah, porch, deck, loading dock, ramp, balcony, fire escape or other similar structure, and/or other appurtenant attachment) and/or the supporting structural member(s) is not being maintained free from defects and/or hazards.",Open
5400779,,,"The (verandah, porch, deck, loading dock, ramp, balcony, fire escape or other similar structure, and/or other appurtenant attachment) and/or the supporting structural member  is not maintained in good repair.",Closed
5400779,,,The ventilation system or unit is not regularly cleaned.,Open
5403901,Bathroom,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.Namely, ceiling in shower area not maintained free of damaged and deteriorated materials.",Closed
5403901,Bathroom,,"The plumbing system is not kept free from leaks or defects.Namely, plumbing system above unit 1112 not free of leaks and/or defects.",Closed
5403917,Entranceway,,"Exterior door missing.Namely, access door near Adelaide St missing.",Closed
5403926,Unit 203,,"The property is not being kept free of pests.Namely, Unit 203, not free of pests.",Closed
5403946,Throughout Building,,The property is not being kept free of pests.Common areas not being kept free of pests.,Closed
5404001,Throughout Building,,"The property is not being kept free of pests.Namely, property not being kept free of vermin.",Closed
5404106,Unit 401,,"The property is not being kept free of pests.Namely, unit 401 not kept free of vermin.",Closed
5400317,South,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5400317,,,"Permit waste to be thrown, dumped, deposited on land that is not a highway within the City, including but not limited to;  ",Open
5400317,,,"Waste thrown, dumped, deposited on land that is not a highway within the City, including but not limited to;  ",Closed
5400317,,,"Permit waste to be thrown, dumped, deposited on a highway within the City, namely,  ",Closed
5405725,Roof Of Building,,"The roof or one of its components is not weather tight.Namely, the roof shingles and attached members are damaged and deteriorated, with a tarp placed on top of some portions.",Open
5405725,Front Yard,,"The yards and /or other part of property is not being kept clean and free from accumulation of junk, rubbish, brush, refuse, litter, garbage and/or other debris.Namely, the front yard of the property has an accumulation of debris.",Open
5405972,Front,Front,The exterior walls and their components are not being maintained in good repair.,Substantially Complete
5394550,North,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to Tree barks. ",Closed
5409647,,,The property is not being kept free of conditions which may encourage infestation including but not limited to barrels of grease in rear yard leaking and unsecured.,Open
5409671,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to loose litter, construction debris, discarded furniture and wood pieces and waste.",Open
5409675,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to loose litter, household and general waste.",Open
5398297,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to recycling bags, wood/scraps pile, any other waste and debris",Substantially Complete
5398370,Throughout Lot,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to: loose litter and debris situated throughout",Closed
5398472,Front,,The light standard(s) supporting artificial light is not kept in good repair and in good working order.,Open
5398525,Side Of Property,Rear Yard,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is likely to damage adjoining property.,Substantially Complete
5399280,Rear Yard,Rear East,Barbed or sharp material on a fence at a height less than 2.5 metres.,Open
5399424,South Side of Property,,"The sign(s), fastening and/or supporting members are damaged, broken or excessively weathered or faded and/or have a worn, peeled or cracked finish and have not been removed and/or refinished.",Open
5408579,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to garbage, metal, wood, bruch, glass, tires.",Open
5403110,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to tents, office chairs and all other items which appear to be castaway or discard.",Closed
5403897,Rear of the building,Laneway,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to: Loose litter, cardboard and trash",Substantially Complete
5403854,Exterior,Near garbage storage room,Exterior garbage bin(s) covers left open.,Closed
5403854,Garbage storage room,,Garbage containers are not maintained in a clean state.,Closed
5403854,Garbage storage room,,Garbage containers are not pest-proof.,Substantially Complete
5403854,Garbage storage room and near by areas,,Garbage storage area is not maintained in a clean and odour free condition.,Closed
5404430,Exterior,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to: Metal barrels, garbage bags, wood, cardboard, metal and trash",Open
5408432,,,The retaining wall is not being maintained  free from hazards.,Open
5408432,,,The required guard on top of the retaining wall is not maintained in good repair.,Open
5408432,,,Exterior walkway not maintained.,Open
5405984,Unit Interior ,"Kitchen, Living Room/Hallway, Bed Room(s), and Washroom. ","Ceiling not maintained free of holes, cracks, damaged and deteriorated materials. Namely: Kitchen, Living Room, Master Bedroom, Second Bedroom, and Washroom ceiling(s) found in state of disrepair. ",Closed
5406341,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to stove, chairs, renovation materials/waste, cardboard boxes, derelict furniture, bathtub, sinks, litter, debris, yard waste, and/or any other materials by their nature of which appear to have been cast aside, discarded or abandoned.",Closed
5396846,Kitchen,,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively Including but not limited to the stove in the kitchen is missing a burner control knob.",Open
5396846,Throughout Dwelling Unit,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials throughout basement unit",Open
5396846,Throughout Dwelling Unit,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials throughout basement unit.",Open
5396846,,,The electrical switches are not maintained in a safe and complete condition including but not limited to light switch without faceplate.,Open
5396846,,,The electrical fixtures are not maintained in a safe and complete condition including but not limited to ceiling lamps missing shade/ cover,Open
5396846,,,The electrical connections are not maintained in a safe and complete condition including but not limited to electrical connection wires hanging from ceiling.,Open
5396846,,,The electrical receptacle are not  maintained in good working order including but not limited to living room electrical receptacle only has one functioning plug socket.,Open
5401699,Front Porch,,"The (verandah, porch, deck, loading dock, ramp, balcony, fire escape or other similar structure, and/or other appurtenant attachment) and/or the supporting structural member(s) is not maintained in a clean and/or sanitary condition.Namely, the front porch is not maintained in a clean and sanitary condition. ",Closed
5401699,Front Porch ,,The property is not being kept free of conditions which may encourage infestation.,Closed
5401724,East Side of Property,,"Eavestrough, roof gutter, flashing and/or down pipe not maintained in good repair.Namely, eavestrough and attached components are not in a good state of repair. ",Closed
5417915,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to loose litter and all other items which appear to be castaway or discard.",Closed
5400194,Unit # 405,Thoughout Unit ,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely: Wall(s) not free of holes throughout the unit. ",Closed
5400194,Unit #405,Bedroom,The heating system or unit is not in good repair and maintained in good working condition.Namely: Radiator in bedroom not free of leaks. ,Closed
5391827,Kitchen,,"The cupboard is not maintained in good repair and good working order.Namely, a number of drawers and cabinets as well as the kick plate attached to the cupboards are damaged and in disrepair. ",Closed
5391827,Kitchen,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, the tiles above the stove are damaged and in disrepair. ",Closed
5409766,Bathroom,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.Namely, Ceiling not free off deteriorated surface material. ",Closed
5406416,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited tolitter, debris, yard waste, and/or any other materials by their nature of which appear to have been cast aside, discarded or abandoned.",Open
5406443,Parking Area,Rear,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to garbage bags, clothes,  food waste, tires, cardboard, wooden skids, styrofoam, metal barrels, plastic, wood, loose waste and debris.",Open
5406446,Rear,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to couches, a box spring, two shelving units, garbage bags, and other discarded furniture.",Open
5406456,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, debris, yard waste, and/or any other materials by their nature of which appear to have been cast aside, discarded or abandoned.",Open
5406459,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, debris, yard waste, and/or any other materials by their nature of which appear to have been cast aside, discarded or abandoned.",Open
5406461,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, debris, yard waste, and/or any other materials by their nature of which appear to have been cast aside, discarded or abandoned.",Open
5406513,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, debris, yard waste, and/or any other materials by their nature of which appear to have been cast aside, discarded or abandoned.",Open
5406515,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, debris, yard waste, and/or any other materials by their nature of which appear to have been cast aside, discarded or abandoned.",Open
5406517,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, debris, yard waste, and/or any other materials by their nature of which appear to have been cast aside, discarded or abandoned.",Open
5406519,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, debris, yard waste, and/or any other materials by their nature of which appear to have been cast aside, discarded or abandoned.",Open
5391887,,,The supplied appliance(s) is not maintained in good repair and good working order.  Namely:,Open
5391887,,,Exterior door not maintained weather-tight,Open
5400578,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to branches, yard waste bags.",Closed
5401291,Throughout Building,,"The ventilation system or unit is not kept in good repair and maintained in good working condition at all times.Namely, ventilation system not maintained in good repair. ",Closed
5438526,,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5427689, 1st Underground Parking Level,,The ceilings in the parking or storage garage are not impervious to water.Namely:Ceiling adjacent to car stop # 21 and car stop # 22 ,Closed
5413488,Balcony,,"Exterior door not maintained weather-tightNamely, balcony door of Unit 1006 not weather tight.",Closed
5416624,Kitchen,,The cupboard is not maintained in good repair and good working order.,Closed
5416818,Rear Yard,,The exterior garbage storage area is not maintained in a litter free and odour free condition.,Open
5467149,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to inoperable vehicle in driveway (white box truck).",Open
5425196,Dwelling Unit,Bathroom,The plumbing system is not kept free from leaks or defects.Namely:Toilet shut off valve missing handle. ,Closed
5425196,Dwelling Unit,Bathroom,The floor drain is not maintained in good repair.Namely:Bathroom tub clogged,Closed
5425283,Unit Interior ,,The property is not being kept free of pests. Namely: Evidence of pest(s) infestation found throughout unit interior. ,Closed
5425283,Unit Interior,Balcony Window/Living Room,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively. Namely: Air conditioning unit (exhaust hose) not secured/fastened to window bracket. ",Closed
5425292,Dwelling Unit,Kitchen,The cupboard is not maintained in good repair and good working order.Namely: Cupboard door not aligned correctly and securing.,Open
5425292,Dwelling Unit,Bedroom,The electrical receptacle are not maintained in a safe and complete condition.Namely:Bedroom electrical outlet burnt and not in safe condition.,Closed
5425292,Dwelling Unit,Bathroom,The plumbing system is not kept free from leaks or defects.Namely:Bathtub faucet not free of leaks.,Open
5425292,Dwelling Unit,Living Room,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.Namely:Living room ceiling peeling paint and not free of deteriorated materials.",Open
5425358,Unit Interior ,Washroom / Bedroom Closet / Hallway(s) ,"Floor and/or floor covering not kept free from holes, stains, rubbish and debris. Namely: Water damaged floors throughout unit interior. ",Closed
5425358,Unit Interior ,Washroom / Bedroom / Hallway(s),The plumbing system is not kept free from leaks or defects. Namely: Plumbing system found in state of disrepair (washroom / bath tub / shower) causing leak throughout unit interior. ,Closed
5425358,Unit Interior ,Washroom / Bedroom / Hallway(s),"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials. Namely: Walls found in state of disrepair (water damaged). ",Closed
5412874,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to organic waste, garbadge, and litter. ",Open
5414665,Front,,"Chimney, smoke stack or supporting member is not maintained in good repair and/or free from defects.",Substantially Complete
5463925,Side Yard,,Garbage and/or refuse is not being stored in receptacles.,Open
5463925,Side Yard,,The number of garbage receptacles supplied is insufficient.,Open
5415794,Kitchen,,The plumbing system is not kept in good working order.,Closed
5415868,,,"Elevator(s) is not certified in good working order.Namely, Elevator cab B is not certified in good working order.",Closed
5415882,,,"Exterior garbage bin(s) has no cover.Namely, Exterior garbage bin is not equipped with covers",Closed
5421907,Exterior,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Closed
5421920,Garage,,The parking or storage garage ceiling painted surface is not maintained in a state of good repair.,Open
5421920,Garage,,The parking or storage garage columns painted surface is not maintained in a state of good repair.,Open
5421920,Garage,,The parking or storage garage walls painted surface is not maintained in a state of good repair.,Open
5421920,Garage,,The parking or storage garage pedestrian exit door does not have a reliable self-closing mechanism.,Open
5421920,Garage,,The plumbing system is not kept in good working order.,Closed
5425546,Garbage Area,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to shopping chart, plastic sheets, buckets, broken doors, etc.",Closed
5427746,Throughout Dwelling Unit,,The property is not being kept free of pests.,Open
5427746,Throughout Dwelling Unit,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5425970,,,"Refuse thrown, dumped, deposited on land that is not a highway within the City, including but not limited to;  ",Closed
5425970,Front West,,"Refuse thrown, dumped, deposited on a highway within the City, namely,  ",Closed
5425975,Front North,,"Permit refuse to be thrown, dumped, deposited on a highway within the City, namely,  ",Closed
5416818,Basement,Washroom,The plumbing system is not kept free from leaks or defects.,Open
5416818,Basement,Washroom,Repair(s) does not reasonably match existing wall(s),Open
5416818,Basement,Bedroom Window,Dwelling unit window that is capable of being opened has screen that is not maintained in good repair and free from defects or missing components.,Open
5416818,Basement,Kitchen,Floor(s) and/or floor covering(s) not maintained free from trip or other hazardous condition.,Open
5416942,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to garbage, recycling, litter, boxes and any other waste or debris",Substantially Complete
5422628,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Substantially Complete
5427977,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5428303,,,The property is not being kept free of pests.,Open
5413646,,,The property has not been repaired in accordance with the standards. Namely: units vents / fans throughout the unit. ,Closed
5427500,,,The number of garbage receptacles supplied is insufficient.,Open
5413362,North Rear West,,Garbage and/or refuse is not being stored in receptacles.Namely: garbage is being stored in the back of a cube truck.,Open
5422179,,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.  Namely: hole in the wall near the entrance of the unit.",Closed
5422179,,,The property is not being kept free of pests.,Closed
5404140,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to loose litter , paints cans, clothing , excavated soil and general waste.",Open
5146560,,,The swimminig pool enclosure does not comply with this article.,Open
5404367,3rd Floor,East Side of Building,The exterior walls and their components are not being maintained free from loose or unsecured objects or materials.,Closed
5404713,Bathroom,,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.",Closed
5404713,Bathroom,,The plumbing system is not kept in good working order.,Closed
5404713,Bathroom,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Closed
5411040,Rear South,,"The (verandah, porch, deck, loading dock, ramp, balcony, fire escape or other similar structure, and/or other appurtenant attachment) and/or the supporting structural member  is not maintained in good repair.Namely: The exterior wood balconies attached to the building at the rear south-end of the building has several instances where the balusters are either missing or warped.",Closed
5411042,East Side of Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Closed
5411042,Front South,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Closed
5387573,,,"The property is not maintained and/or kept clean in accordance with the standards. Namely; interior hallways, ceiling, walls stairs and lobby. ",Closed
5395952,South Side of Building,Roof Of Building,"The roof or one of it's components is not free from loose, unsecured or unsafe objects and/or materials. Namely, soffit",Open
5402786,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Closed
5396691,Rear,,"Exterior yard that is used for motorized vehicular traffic or the parking or storage of motorized vehicles is not maintained in good repair, free from cracks, holes and ruts. Including but not limited to rear yard.",Open
5396701,Rear,,"Exterior yard that is used for motorized vehicular traffic or the parking or storage of motorized vehicles is not maintained in good repair, free from cracks, holes and ruts. Including but not limited to rear yard.",Open
5395318,Bathroom,,Supplied hot water is not provided with a temperature range from 45 degrees Celsius to 60 degrees Celsius.,Open
5395318,Kitchen,,Supplied hot water is not provided with a temperature range from 45 degrees Celsius to 60 degrees Celsius.,Open
5395508,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5395632,Basement,,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.",Closed
5395632,Basement,,"Interior utility room door, frame, and/or hardware not maintained in good repair and not operating as required.",Closed
5395632,Basement,,Floor(s) and/or floor covering(s) not maintained free from trip or other hazardous condition.,Closed
5395632,Basement,,The property is not being kept free of pests.,Open
5395632,Basement,,The basement washroom cupboard is not kept in a satisfactory working condition.,Closed
5395632,Basement,,The supplied appliance is not maintained in good repair and good working order.  Namely: Stove,Closed
5395742,Rear Yard,Garage,The accessory building is not constructed and/or maintained in good repair.,Open
5404502,Parking Area,Rear South,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to buckets of used cooking oil.",Open
5404534,,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is likely to damage adjoining property.,Closed
5404534,,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is not contained on the property.,Closed
5404694,Side Of Building,Side Of Building,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is not contained on the property.,Open
5407298,,,"The fence, screen and/or other enclosure around or on the property is not being maintained in good repair.",Closed
5411632,Roof Of Building,,"Roof decks, catwalks and/or related guards are not maintained in good repair. Soffits are damaged and missing in areas.",Open
5411632,Garage,,The garage is not constructed and/or maintained in good repair. The garage wall is leaning. Wood is not protected from the elements. There is no eavestrough on the garage.,Open
5391774,North Side of Property,,Exterior walkway not maintained.,Substantially Complete
5391774,South Side of Property,,Exterior walkway not maintained.,Substantially Complete
5391805,Bathroom,Bathroom,The plumbing system is not kept in good working order.,Substantially Complete
5391806,Bathroom,Bathroom,The plumbing system is not kept free from leaks or defects.,Substantially Complete
5391806,Bathroom,Throughout Dwelling Unit,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Substantially Complete
5391806,Throughout Dwelling Unit,Throughout Dwelling Unit,"The floor and every appurtenance, surface cover and finish is not maintained.",Substantially Complete
5391823,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to loose debris, garbage bags and mattresses.",Closed
5391855,Yard,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to waste and discarded items throughout front , side and rear yards.",Open
5395952,Roof Of Building,,"Roof decks, catwalks and/or related guards are not maintained in good repair.",Open
5395952,2nd Floor,South West of Building,Exterior window or skylight not maintained in good repair.,Open
5395855,,,Exterior landing not maintained.,Closed
5395855,,,Exterior window not maintained weather-tight.,Closed
5395855,,,Exterior window or skylight not maintained in good repair.,Closed
5395855,,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.",Closed
5395855,,,The electrical fixtures are not maintained in a safe and complete condition.,Closed
5395855,,,Immediate action has not been taken to eliminate an unsafe condition.,Closed
5395855,,,The plumbing system is not kept in good working order.,Closed
5395855,,,Vanity is not maintained in a satisfactory condition.,Closed
5395855,,,The ventilation system or unit is not kept in good repair and maintained in good working condition at all times.,Closed
5405984,Unit Interior ,"Kitchen, Living Room, Bed Room(s), and Hallway. ","Electrical connections not maintained in good repair. Namely: Cover plates, light switches, exposed junction boxes, and damaged telephone jacks found in state of disrepair. ",Closed
5407264,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to open garbage bags, fan, floor mats, cigarette butts and loose debris.",Closed
5407265,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to metal items in driveway, ladders and lawn mowers in rear yard.",Open
5411341,Side Of Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to landscaping tiles, bricks, construction materials, wood, metals, buckets, litter, debris, yard waste, and/or any other materials by their nature of which appear to have been cast aside, discarded or abandoned.",Open
5440393,West Side of Building,Wall,The exterior walls and their components are not being maintained free from loose or unsecured objects or materials. Spalling/deteriorated bricks.,Open
5393563,Front Yard,,The front yard of a residential property shall not be used or maintained for parking purposes except for the areas permitted under any applicable zoning by-law or variance.,Open
5399564,East Side of Property,,"Above ground discharge from downpipe or pipe is directed to discharge in a manner that is likely to damage adjoining property.Namely, the rear east downpipe is on a flat/even level of concrete where no soft landscaping or drain is located. Discharge from downpipe is likely to damage adjoining property.",Closed
